n_steps,plain_price,cv_price,plain_se,cv_se,cv_runtime
50,0.011428478442865684,0.011271130122134971,0.0002454121753984389,7.7115124003921e-05,0.0035698413848876953
100,0.011181568619611114,0.011134428323682178,0.00023802126639135577,7.55570387126574e-05,0.0054509639739990234
252,0.01150456548801241,0.011123065144063107,0.00023923166802542479,7.532528790987807e-05,0.016186237335205078
500,0.011275777292113409,0.011076633529879885,0.00024141991328107678,7.604933770140984e-05,0.01875591278076172
